Race,Gender,Education,Education-Mother,Education-Father,Self-Subjective,2010SOC,2018SOC,2019ONetSOC,Self-Objective,familarity
2,2,12,5,8,3,29-1122,29-1122,29-1122.00,3.529411764705882,2
2,1,14,11,6,2,29-1123,29-1123,29-1123.00,3.166666666666667,2
2,1,11,5,5,2,41-3099,41-3091,41-3091.00,5.2,3
2,1,11,6,6,5,31-9093,31-9093,31-9093.00,4.8125,2
2,2,11,11,7,3,11-3021,11-3021,11-3021.00,4.058823529411764,6
2,2,11,6,6,4,43-4161,43-4161,43-4161.00,5.631578947368421,2
2,2,10,11,7,1,27-3043,27-3043,27-3043.00,4.35,3
2,1,11,12,14,6,41-1011,41-1011,41-1011.00,4.571428571428571,2
2,2,13,5,13,5,21-1091,21-1091,21-1091.00,3.625,3
2,2,11,10,,2,13-1121,13-1121,13-1121.00,4.142857142857143,3
2,1,11,4,14,5,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,2,10,11,8,1,41-4010,41-4011,41-4011.00,4.944444444444445,4
2,2,14,6,6,4,29-1129,29-1129,29-1129.00,3.529793774044987,2.3
2,2,8,6,13,1,31-9093,31-9093,31-9093.00,4.8125,2
2,2,11,6,5,3,25-4031,25-4031,25-4031.00,5.171428571428572,3
2,1,12,11,11,7,53-6021,53-6021,53-6021.00,5.333333333333333,2
2,2,9,8,11,2,17-2041,17-2041,17-2041.00,4.769230769230769,4
2,1,11,11,11,2,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,11,11,11,5,37-2011,37-2011,37-2011.00,5.173913043478261,2
2,2,11,9,12,1,29-1141,29-1141,29-1141.00,3.740740740740741,2
2,2,9,12,12,6,19-3030,19-3033,19-3033.00,3.4,3
2,2,11,11,14,4,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,2,9,5,5,5,39-5011,39-5011,39-5011.00,4.05,2
2,2,10,6,11,2,13-1021,13-1021,13-1021.00,5.083333333333333,2
2,2,11,6,6,2,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,2,11,6,4,5,35-3022,35-3023,35-3023.00,5.464285714285714,2
2,1,11,9,10,4,15-2090,15-2099,15-2099.00,4.721601046585566,5.777777777777778
2,1,11,11,11,1,13-2099,13-2099,13-2099.00,5.02605274,3.375
2,2,11,11,12,5,43-4051,43-4051,43-4051.00,5.066666666666666,2
2,2,8,4,11,6,15-1121,15-1211,15-1211.00,4.681818181818182,6
2,2,11,11,12,5,11-3121,11-3121,11-3121.00,4.230769230769231,3
2,1,14,11,11,5,19-1020,19-1021,19-1021.00,4.25,5
2,2,11,8,6,3,43-4171,43-4171,43-4171.00,5.684210526315789,2
2,2,4,4,4,1,35-3021,35-3023,35-3023.00,5.464285714285714,2
2,2,11,11,,1,29-1141,29-1141,29-1141.00,3.740740740740741,2
2,1,11,12,11,7,15-1122,15-1212,15-1212.00,4.833333333333333,5
2,2,11,11,11,3,43-9021,43-9021,43-9021.00,5.888888888888889,2
2,1,11,6,,1,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,11,6,6,7,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
2,1,12,11,11,3,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,3,11,5,10,5,37-1011,37-1011,37-1011.00,4.769230769230769,2
2,2,11,11,11,7,53-2031,53-2031,53-2031.00,4.72,2
2,2,6,12,12,3,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,6,11,12,3,41-2010,41-2011,41-2011.00,5.758620689655173,2
2,2,11,,,6,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,1,9,12,13,1,11-9161,11-9161,11-9161.00,3.260869565217391,3
2,1,11,6,11,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
2,2,10,10,8,6,29-2030,29-2031,29-2031.00,4.64,3
2,2,11,10,6,4,13-2099,13-2099,13-2099.00,5.02605274,3.375
2,1,11,6,6,3,27-1020,27-1021,27-1021.00,3.941176470588236,4
2,2,11,10,10,2,31-1010,31-1121,31-1121.00,3.8,2
2,2,11,1,1,4,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,2,11,6,6,3,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,6,6,6,4,41-2010,41-2011,41-2011.00,5.758620689655173,2
2,1,12,11,11,4,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,6,12,11,3,35-3031,35-3031,35-3031.00,5,2
2,1,13,8,6,4,17-2011,17-2011,17-2011.00,4.166666666666667,5
2,2,7,10,9,6,35-3021,35-3023,35-3023.00,5.464285714285714,2
2,2,9,1,7,3,25-9011,25-4022,25-4022.00,4.366666666666666,3
2,2,11,6,6,5,29-2099,29-2099,29-2099.00,4.5006314924531985,2.392857142857143
2,1,7,1,1,3,35-1011,35-1011,35-1011.00,4.380952380952381,2
2,2,11,11,13,6,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
2,2,11,8,8,6,19-2040,19-2041,19-2041.00,4.090909090909091,3
2,2,7,11,11,3,19-4090,19-4042,19-4042.00,4.923076923076923,3
2,2,11,12,8,4,41-3099,41-3091,41-3091.00,5.2,3
2,1,11,10,14,2,53-7199,53-7199,53-7199.00,5.315789473684211,2
2,2,10,11,6,6,39-5012,39-5012,39-5012.00,3.565217391304348,2
2,2,11,,,5,43-9061,43-9061,43-9061.00,5.571428571428571,2
2,1,11,7,4,5,31-9091,31-9091,31-9091.00,4.75,2
2,3,6,12,12,6,27-1010,27-1011,27-1011.00,3.625,3
2,2,6,,3,4,35-3031,35-3031,35-3031.00,5,2
2,2,11,12,12,6,15-1121,15-1211,15-1211.00,4.681818181818182,6
2,1,14,6,11,4,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,2,13,9,6,1,23-1011,23-1011,23-1011.00,3.818181818181818,3
2,2,11,4,5,7,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,12,11,14,6,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,1,9,10,14,7,49-2020,49-2021,49-2021.00,4.466666666666667,2
2,2,11,4,4,4,21-1093,21-1093,21-1093.00,4.05,2
2,2,11,1,1,2,31-1010,31-1121,31-1121.00,3.8,2
2,1,12,13,13,6,41-1011,41-1011,41-1011.00,4.571428571428571,2
2,2,6,11,7,7,19-4090,19-4042,19-4042.00,4.923076923076923,3
2,1,11,11,11,7,41-9020,41-9021,41-9021.00,4.684210526315789,2
2,1,11,1,1,2,41-3099,41-3091,41-3091.00,5.2,3
2,2,10,11,11,4,47-2221,47-2221,47-2221.00,4.1,2
2,2,11,12,12,6,35-3041,35-3041,35-3041.00,5.571428571428571,2
2,1,9,4,4,1,35-3021,35-3023,35-3023.00,5.464285714285714,2
2,2,11,6,6,2,31-9092,31-9092,31-9092.00,4.95,2
2,2,12,12,11,3,17-2110,17-2111,17-2111.00,3.888888888888889,3
2,2,12,6,5,5,25-2020,25-2021,25-2021.00,3.078947368421053,2
2,1,11,11,11,6,15-2090,15-2099,15-2099.00,4.721601046585566,5.777777777777778
2,2,10,5,,7,35-1011,35-1011,35-1011.00,4.380952380952381,2
2,2,9,6,6,4,13-2099,13-2099,13-2099.00,5.02605274,3.375
2,2,12,6,6,5,15-1131,15-1251,15-1251.00,5,6
2,2,11,8,12,4,27-3043,27-3043,27-3043.00,4.35,3
2,1,12,11,11,4,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,12,11,11,1,27-2040,27-2041,27-2041.00,4.1,2
2,1,12,12,13,5,15-1121,15-1211,15-1211.00,4.681818181818182,6
2,2,11,11,11,7,39-3090,39-3091,39-3091.00,4.684210526315789,2
2,1,8,5,6,7,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,2,11,11,11,5,25-2020,25-2021,25-2021.00,3.078947368421053,2
2,2,11,11,11,6,29-1071,29-1071,29-1071.00,4.333333333333333,3
2,2,11,1,8,5,29-1171,29-1171,29-1171.00,4.111111111111111,3
2,1,11,6,11,5,13-1111,13-1111,13-1111.00,4.181818181818182,5
2,1,11,11,11,2,17-2141,17-2141,17-2141.00,4.428571428571429,4
2,1,11,11,,4,15-1199,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
2,1,11,6,13,5,13-2052,13-2052,13-2052.00,4.666666666666667,3
2,2,11,12,11,4,23-1011,23-1011,23-1011.00,3.818181818181818,3
2,1,12,12,11,3,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,1,9,11,11,2,41-3031,41-3031,41-3031.00,5.533333333333333,4
2,2,12,11,11,2,11-3021,11-3021,11-3021.00,4.058823529411764,6
2,2,11,10,8,2,11-1011,11-1011,11-1011.03,3.611111111111111,4
2,1,11,11,11,5,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,1,12,,,4,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,9,6,8,7,51-2090,51-2051,51-2051.00,4.8125,2
2,2,11,,,4,43-3051,43-3051,43-3051.00,5.863636363636363,2
2,2,11,10,11,3,43-5061,43-5061,43-5061.00,5.470588235294118,3
2,2,10,12,12,5,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,1,11,9,11,6,27-1010,27-1011,27-1011.00,3.625,3
2,2,14,14,11,3,29-1126,29-1126,29-1126.00,3.772727272727273,2
2,2,11,11,6,6,25-9041,25-9042,25-9042.00,3.9,2
2,1,6,10,,5,27-1020,27-1021,27-1021.00,3.941176470588236,4
2,1,11,14,12,4,13-1161,13-1161,13-1161.00,5.153846153846154,5
2,2,11,12,14,2,43-4081,43-4081,43-4081.00,5.6,2
2,2,14,11,11,5,29-1051,29-1051,29-1051.00,4.666666666666667,4
2,1,11,11,11,4,41-1011,41-1011,41-1011.00,4.571428571428571,2
2,2,6,8,12,1,29-2071,29-2072,29-2072.00,5.882352941176471,3
2,1,11,6,11,6,51-5111,51-5111,51-5111.00,5.88,3
2,2,11,9,9,5,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,2,11,11,12,3,19-2040,19-2041,19-2041.00,4.090909090909091,3
2,2,9,9,,4,41-3099,41-3091,41-3091.00,5.2,3
2,2,11,9,6,2,31-9095,31-9095,31-9095.00,5.764705882352941,2
2,2,6,7,6,4,35-3011,35-3011,35-3011.00,4.95,2
2,1,11,6,6,3,31-9093,31-9093,31-9093.00,4.8125,2
2,2,11,11,12,4,25-9011,25-4022,25-4022.00,4.366666666666666,3
2,1,11,12,12,1,51-9199,51-9199,51-9199.00,5.279794546297018,2.2777777777777777
2,2,11,12,13,6,41-3099,41-3091,41-3091.00,5.2,3
2,1,12,,11,4,11-2020,11-2021,11-2021.00,4.25,5
2,2,10,10,11,5,41-9010,41-9011,41-9011.00,4.75,2
2,1,11,10,7,2,39-2021,39-2021,39-2021.00,4.090909090909091,2
2,2,6,1,1,4,41-2010,41-2011,41-2011.00,5.758620689655173,2
2,2,9,12,10,5,29-1141,29-1141,29-1141.00,3.740740740740741,2
2,2,9,11,14,2,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,1,13,10,10,2,29-1051,29-1051,29-1051.00,4.666666666666667,4
2,2,12,8,14,7,35-1012,35-1012,35-1012.00,4.615384615384615,2
2,2,10,11,11,1,25-2050,25-2051,25-2051.00,2.944444444444445,2
2,1,11,9,12,5,15-1121,15-1211,15-1211.00,4.681818181818182,6
2,2,11,6,11,1,31-1010,31-1121,31-1121.00,3.8,2
2,1,11,6,11,3,25-2020,25-2021,25-2021.00,3.078947368421053,2
2,2,6,5,3,6,17-1010,17-1011,17-1011.00,4.166666666666667,3
2,1,10,6,11,7,17-2141,17-2141,17-2141.00,4.428571428571429,4
2,2,11,11,10,1,29-2050,29-2051,29-2051.00,4.153846153846154,2
2,2,11,11,12,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
2,2,11,6,6,5,43-1011,43-1011,43-1011.00,4.241379310344827,3
2,1,8,6,5,2,19-3090,19-3091,19-3091.00,3.233333333333333,3
2,2,11,12,11,7,19-3030,19-3033,19-3033.00,3.4,3
2,2,11,11,6,4,39-1021,39-1014,39-1014.00,3.789473684210526,2
2,2,9,6,6,1,39-5012,39-5012,39-5012.00,3.565217391304348,2
2,2,12,1,6,5,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,1,8,6,6,1,49-9071,49-9071,49-9071.00,4.233333333333333,2
2,2,12,11,11,5,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,2,10,10,11,2,29-2021,29-1292,29-1292.00,4.388888888888889,2
2,1,5,6,6,7,49-3021,49-3021,49-3021.00,4.12,2
2,2,11,11,11,4,15-1121,15-1211,15-1211.00,4.681818181818182,6
2,1,6,1,6,6,21-1093,21-1093,21-1093.00,4.05,2
2,2,11,6,6,5,29-2010,29-2011,29-2011.00,5.125,3
2,2,12,6,6,4,53-7062,53-7062,53-7062.00,5.190476190476191,2
2,2,12,11,11,4,15-1121,15-1211,15-1211.00,4.681818181818182,6
2,2,8,5,8,2,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,2,12,8,11,4,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,2,11,,,4,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,2,9,9,6,1,13-1041,13-1041,13-1041.00,5.3125,3
2,2,11,11,11,7,31-9093,31-9093,31-9093.00,4.8125,2
2,2,11,10,11,1,27-3090,27-3091,27-3091.00,4.352941176470588,3
2,1,11,6,6,1,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,2,11,4,4,4,43-4161,43-4161,43-4161.00,5.631578947368421,2
2,1,11,5,5,4,29-2099,29-2099,29-2099.00,4.5006314924531985,2.392857142857143
2,1,12,11,11,2,15-1121,15-1211,15-1211.00,4.681818181818182,6
2,2,11,11,11,5,51-2020,51-2021,51-2021.00,5.090909090909091,2
2,2,6,11,11,4,39-5090,39-5091,39-5091.00,3.571428571428572,2
2,2,13,13,13,7,29-1141,29-1141,29-1141.00,3.740740740740741,2
2,1,12,11,11,6,51-4022,51-4022,51-4022.00,4.923076923076923,2
2,2,8,11,10,7,41-2031,41-2031,41-2031.00,5.583333333333333,2
2,1,11,5,5,7,47-2061,47-2061,47-2061.00,4.125,2
2,2,11,9,9,1,25-9011,25-4022,25-4022.00,4.366666666666666,3
2,2,5,11,12,5,41-3041,41-3041,41-3041.00,5.875,2
2,2,6,4,6,5,39-9099,39-9099,39-9099.00,3.2355725677830947,2
2,2,5,5,,7,11-9121,11-9121,11-9121.00,3.375,5
2,1,11,7,11,7,51-7099,51-7099,51-7099.00,4.658111333111333,2
2,2,11,11,11,2,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,2,8,8,10,7,25-9041,25-9042,25-9042.00,3.9,2
2,2,11,6,8,1,33-9092,33-9092,33-9092.00,4.333333333333333,2
2,2,11,5,5,6,11-2020,11-2021,11-2021.00,4.25,5
2,2,11,9,11,2,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,1,11,11,12,4,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,12,12,12,4,25-2020,25-2021,25-2021.00,3.078947368421053,2
2,2,10,6,6,4,43-4051,43-4051,43-4051.00,5.066666666666666,2
2,2,11,11,12,6,11-3121,11-3121,11-3121.00,4.230769230769231,3
2,2,11,9,9,4,43-4161,43-4161,43-4161.00,5.631578947368421,2
2,1,11,8,8,7,29-2021,29-1292,29-1292.00,4.388888888888889,2
2,1,11,4,4,1,25-2050,25-2051,25-2051.00,2.944444444444445,2
2,2,11,11,12,4,43-4161,43-4161,43-4161.00,5.631578947368421,2
2,1,10,6,10,4,39-1021,39-1014,39-1014.00,3.789473684210526,2
2,1,11,6,6,6,51-9199,51-9199,51-9199.00,5.279794546297018,2.2777777777777777
2,1,11,1,1,4,43-4181,43-4181,43-4181.00,5.428571428571429,2
2,2,11,12,12,4,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
2,1,11,1,6,6,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,2,9,12,11,2,43-4071,43-4071,43-4071.00,6,2
2,2,11,11,11,6,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,2,12,11,11,4,13-2051,13-2051,13-2051.00,4.846153846153846,5
2,2,11,11,14,4,29-2099,29-2099,29-2099.00,4.5006314924531985,2.392857142857143
2,2,9,12,12,2,43-3011,43-3011,43-3011.00,5.6,2
2,1,11,4,4,5,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,2,12,11,10,5,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,12,12,12,2,13-1151,13-1151,13-1151.00,4.05,5
2,1,11,11,11,5,51-8010,51-8011,51-8011.00,4.8,3
2,1,11,4,1,7,19-2099,19-2099,19-2099.00,4.226447603345431,3.9166666666666665
2,2,6,10,,2,27-1010,27-1011,27-1011.00,3.625,3
2,2,9,9,11,1,41-3099,41-3091,41-3091.00,5.2,3
2,1,11,5,10,3,43-6010,43-6011,43-6011.00,5.272727272727272,3
2,1,12,12,14,5,17-2199,17-2199,17-2199.00,4.299385539694414,4.2727272727272725
2,1,12,6,5,6,15-1111,15-1221,15-1221.00,3.866666666666667,7
2,2,8,11,6,3,39-5012,39-5012,39-5012.00,3.565217391304348,2
2,2,10,11,11,4,53-7062,53-7062,53-7062.00,5.190476190476191,2
2,2,12,10,13,5,43-6010,43-6011,43-6011.00,5.272727272727272,3
2,1,11,13,14,4,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,11,13,14,5,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,1,7,6,11,7,47-4011,47-4011,47-4011.00,4.631578947368421,2
2,2,11,6,12,7,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
2,2,8,4,,5,41-2010,41-2011,41-2011.00,5.758620689655173,2
2,2,8,11,11,5,35-1011,35-1011,35-1011.00,4.380952380952381,2
2,2,8,4,6,4,39-9021,31-1122,31-1122.00,3.909090909090909,2
2,2,11,6,6,6,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,2,5,12,13,3,11-9071,11-9071,11-9071.00,5.157894736842105,2
2,1,11,11,6,3,11-2020,11-2021,11-2021.00,4.25,5
2,2,11,5,5,4,41-2031,41-2031,41-2031.00,5.583333333333333,2
2,2,11,6,9,5,11-3121,11-3121,11-3121.00,4.230769230769231,3
2,2,6,6,6,5,13-1011,13-1011,13-1011.00,4.571428571428571,3
2,2,1,1,,1,27-1010,27-1011,27-1011.00,3.625,3
2,2,11,5,6,3,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
2,1,9,11,8,7,27-4010,27-4011,27-4011.00,5.068965517241379,3
2,1,11,12,12,5,15-1131,15-1251,15-1251.00,5,6
2,1,6,6,6,4,51-3099,51-3099,51-3099.00,5.175992961287078,2
2,1,12,,,5,17-1010,17-1011,17-1011.00,4.166666666666667,3
2,2,10,,,1,29-1051,29-1051,29-1051.00,4.666666666666667,4
2,1,6,6,6,2,11-9051,11-9051,11-9051.00,4.785714285714286,2
2,1,11,11,11,5,21-1092,21-1092,21-1092.00,3.380952380952381,2
2,2,11,,10,4,27-3020,27-3023,27-3023.00,4.633333333333334,4
2,2,11,12,14,6,13-2099,13-2099,13-2099.00,5.02605274,3.375
2,2,11,6,6,3,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
2,2,1,,,2,45-2021,45-2021,45-2021.00,4.291666666666667,2
2,2,9,9,9,5,31-1010,31-1121,31-1121.00,3.8,2
2,2,9,6,6,2,39-9099,39-9099,39-9099.00,3.2355725677830947,2
2,1,10,5,11,4,11-1011,11-1011,11-1011.03,3.611111111111111,4
2,2,11,,,2,29-1161,29-1161,29-1161.00,3.476190476190476,3
2,2,12,11,12,5,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,2,14,5,4,7,25-1199,25-1199,25-1199.00,3.6187894472677082,3
2,2,11,6,6,3,29-2099,29-2099,29-2099.00,4.5006314924531985,2.392857142857143
2,1,11,10,11,4,15-1122,15-1212,15-1212.00,4.833333333333333,5
2,2,13,11,11,1,29-1060,29-1211,29-1211.00,3.666666666666667,3
2,2,9,,,6,27-1020,27-1021,27-1021.00,3.941176470588236,4
2,2,7,11,11,4,11-3031,11-3031,11-3031.00,4.952380952380953,5
2,2,11,4,4,6,43-4051,43-4051,43-4051.00,5.066666666666666,2
2,1,11,11,12,6,17-1010,17-1011,17-1011.00,4.166666666666667,3
2,1,6,7,11,2,27-4099,27-4099,27-4099.00,4.799747447704719,2.5714285714285716
2,2,11,,10,4,43-4199,43-4199,43-4199.00,5.580262878676192,2
2,2,8,1,1,6,21-1093,21-1093,21-1093.00,4.05,2
2,2,11,5,13,7,31-9093,31-9093,31-9093.00,4.8125,2
2,2,6,1,10,7,11-1011,11-1011,11-1011.03,3.611111111111111,4
2,2,14,13,12,1,17-1010,17-1011,17-1011.00,4.166666666666667,3
2,1,12,4,11,5,15-1121,15-1211,15-1211.00,4.681818181818182,6
2,2,11,10,11,7,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,8,11,11,2,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,2,12,12,13,1,25-9041,25-9042,25-9042.00,3.9,2
2,1,11,11,11,2,15-1131,15-1251,15-1251.00,5,6
2,2,11,6,6,3,17-2131,17-2131,17-2131.00,4.333333333333333,4
2,2,12,1,11,2,21-2021,21-2021,21-2021.00,3.210526315789474,2
2,2,14,11,11,2,19-2030,19-2031,19-2031.00,4.846153846153846,4
2,1,14,4,1,3,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,10,1,1,5,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,2,10,10,5,3,43-4171,43-4171,43-4171.00,5.684210526315789,2
2,2,12,6,11,6,11-9051,11-9051,11-9051.00,4.785714285714286,2
2,2,11,5,14,3,15-2031,15-2031,15-2031.00,4.1875,6
2,2,11,10,10,5,43-6010,43-6011,43-6011.00,5.272727272727272,3
2,2,11,6,5,6,31-9097,31-9097,31-9097.00,4.833333333333333,2
2,2,10,11,13,5,23-2090,27-3092,27-3092.00,5.642857142857143,2
2,2,11,5,6,1,29-2010,29-2011,29-2011.00,5.125,3
2,1,9,12,6,2,35-3021,35-3023,35-3023.00,5.464285714285714,2
2,2,11,6,6,4,51-2090,51-2051,51-2051.00,4.8125,2
2,2,11,11,11,4,19-3090,19-3091,19-3091.00,3.233333333333333,3
2,1,11,11,11,1,39-9099,39-9099,39-9099.00,3.2355725677830947,2
2,1,8,10,8,7,53-7121,53-7121,53-7121.00,5.315789473684211,2
2,2,11,11,12,7,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
2,2,11,9,9,7,43-4061,43-4061,43-4061.00,5.176470588235294,2
2,2,9,11,6,3,51-9061,51-9061,51-9061.00,5.59375,2
2,2,11,9,11,1,29-1141,29-1141,29-1141.00,3.740740740740741,2
2,2,12,12,11,7,29-1051,29-1051,29-1051.00,4.666666666666667,4
2,1,6,6,6,5,35-2021,35-2021,35-2021.00,5.322580645,2
2,2,11,10,9,4,29-1020,29-1021,29-1021.00,3.6,2
2,2,11,5,5,5,43-3099,43-3099,43-3099.00,5.804638601852224,2
2,3,9,11,11,1,39-9011,39-9011,39-9011.00,3.16,2
2,2,10,12,14,5,25-2010,25-2011,25-2011.00,2.823529411764706,2
2,2,10,10,9,6,45-3021,45-3031,45-3031.00,4.133333333333334,2
2,2,7,6,4,4,49-2093,49-2093,49-2093.00,4.266666666666667,2
2,2,11,11,11,1,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,1,10,1,1,5,11-3051,11-3051,11-3051.00,4.666666666666667,4
2,2,12,12,11,7,43-9011,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
2,2,12,11,12,3,15-1122,15-1212,15-1212.00,4.833333333333333,5
2,1,6,11,6,7,53-3099,53-3099,53-3099.00,5.092984821945922,2
2,2,6,4,4,3,35-1012,35-1012,35-1012.00,4.615384615384615,2
2,2,7,6,6,5,29-1051,29-1051,29-1051.00,4.666666666666667,4
2,1,11,12,11,1,17-2051,17-2051,17-2051.00,4.411764705882353,3
2,2,11,4,5,5,13-2051,13-2051,13-2051.00,4.846153846153846,5
2,1,11,10,10,1,41-2031,41-2031,41-2031.00,5.583333333333333,2
2,1,11,9,11,4,25-9011,25-4022,25-4022.00,4.366666666666666,3
2,2,11,6,8,4,43-9061,43-9061,43-9061.00,5.571428571428571,2
2,1,11,12,12,1,35-3031,35-3031,35-3031.00,5,2
2,2,8,9,9,7,29-2061,29-2061,29-2061.00,4.217391304347826,2
2,2,11,1,1,3,29-2050,29-2051,29-2051.00,4.153846153846154,2
2,1,11,11,14,1,43-6010,43-6011,43-6011.00,5.272727272727272,3
2,2,11,11,11,5,29-1141,29-1141,29-1141.00,3.740740740740741,2
2,1,11,12,14,1,11-1011,11-1011,11-1011.03,3.611111111111111,4
2,2,12,11,5,3,13-1111,13-1111,13-1111.00,4.181818181818182,5
2,2,14,5,1,4,29-1051,29-1051,29-1051.00,4.666666666666667,4
2,2,9,12,12,5,17-2081,17-2081,17-2081.00,4.035714285714286,3
2,2,12,11,14,7,13-1141,13-1141,13-1141.00,4.291666666666667,3
2,2,11,2,3,1,25-9041,25-9042,25-9042.00,3.9,2
2,1,6,11,8,4,51-2090,51-2051,51-2051.00,4.8125,2
2,1,11,10,11,5,41-3099,41-3091,41-3091.00,5.2,3
2,2,4,4,4,1,29-2050,29-2051,29-2051.00,4.153846153846154,2
2,2,13,12,6,4,29-1060,29-1211,29-1211.00,3.666666666666667,3
2,2,11,9,11,4,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,2,11,7,11,3,39-9021,31-1122,31-1122.00,3.909090909090909,2
2,1,11,,10,1,31-9091,31-9091,31-9091.00,4.75,2
2,2,8,1,1,5,13-2099,13-2099,13-2099.00,5.02605274,3.375
2,2,9,11,11,5,27-4030,27-4031,27-4031.00,4.583333333333333,2
2,2,12,5,5,1,15-2090,15-2099,15-2099.00,4.721601046585566,5.777777777777778
2,1,11,11,11,6,43-1011,43-1011,43-1011.00,4.241379310344827,3
2,2,11,10,6,4,43-3021,43-3021,43-3021.00,6,2
2,1,11,2,2,1,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,12,5,11,3,27-1010,27-1011,27-1011.00,3.625,3
2,2,10,12,14,3,35-9031,35-9031,35-9031.00,4.590909090909091,2
2,1,12,4,5,4,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,1,11,,,3,41-3021,41-3021,41-3021.00,4.473684210526316,2
2,2,11,1,4,3,53-1031,53-1043,53-1043.00,4.727272727272728,2
2,2,10,6,6,6,35-9031,35-9031,35-9031.00,4.590909090909091,2
2,2,11,11,6,5,19-1099,19-1099,19-1099.00,4.046198759029641,3.375
2,1,12,4,6,5,25-1199,25-1199,25-1199.00,3.6187894472677082,3
2,2,11,5,11,1,53-3030,53-3031,53-3031.00,5.5,2
2,1,11,,,6,13-2099,13-2099,13-2099.00,5.02605274,3.375
2,2,11,4,6,4,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,11,10,5,4,21-1091,21-1091,21-1091.00,3.625,3
2,2,8,6,6,1,43-9061,43-9061,43-9061.00,5.571428571428571,2
2,1,7,,,5,41-1011,41-1011,41-1011.00,4.571428571428571,2
2,2,11,11,11,3,41-2010,41-2011,41-2011.00,5.758620689655173,2
2,2,11,7,10,4,27-3090,27-3091,27-3091.00,4.352941176470588,3
2,2,11,10,11,4,43-4161,43-4161,43-4161.00,5.631578947368421,2
2,2,11,6,12,2,25-9011,25-4022,25-4022.00,4.366666666666666,3
2,2,11,5,5,3,11-9021,11-9021,11-9021.00,3.96,2
2,2,11,11,11,4,31-9092,31-9092,31-9092.00,4.95,2
2,2,13,14,14,3,23-1011,23-1011,23-1011.00,3.818181818181818,3
2,2,12,12,12,6,27-1010,27-1011,27-1011.00,3.625,3
